Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Total_Promos
0,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,681,44,79,1,1,3,1,0
0,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,493,64,42,0,1,2,1,0
0,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,667,65,819,1,1,3,1,0
0,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,285,70,1151,0,0,1,0,0
1,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,567,77,594,1,2,4,1,0
1,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,519,59,129,1,2,4,1,0
1,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,547,39,213,0,1,2,1,0
0,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,138,52,67,0,1,2,1,0
0,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,475,69,28,0,3,4,1,0
2,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,611,50,45,1,1,3,1,0
0,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,53,60,1193,1,0,2,0,1
1,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,314,56,268,0,0,1,0,0
1,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,346,81,266,0,0,1,0,0
2,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,565,52,37,1,1,3,1,0
0,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,244,58,37,1,3,5,1,0
1,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,597,56,882,0,0,1,0,0
0,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,338,51,373,1,2,4,1,0
1,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,419,60,35,0,3,4,1,0
1,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,391,49,107,1,2,4,1,0
0,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,468,47,42,0,2,3,1,0
1,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,681,65,326,1,1,3,1,0
1,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,353,64,404,1,1,3,1,0
0,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,350,54,95,0,0,1,0,0
0,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,111,76,939,0,0,1,0,2
2,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,183,47,33,0,1,2,1,0
2,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,391,70,981,1,0,2,0,1
0,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,525,49,36,1,1,3,1,0
0,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,391,50,1237,0,1,2,1,0
0,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,646,65,1825,1,1,3,1,0
1,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,661,48,103,0,2,3,1,0
0,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,558,48,191,0,1,2,1,0
1,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,222,55,1586,1,1,3,1,0
1,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,16,67,963,1,0,2,0,0
2,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,165,55,889,1,1,3,1,0
2,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,134,65,93,0,0,1,0,1
0,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,437,52,1587,0,0,1,0,0
0,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,111,63,16,0,3,4,1,0
0,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,390,73,1375,0,0,1,0,0
0,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,537,63,393,1,1,3,1,0
1,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,639,75,1477,0,1,2,1,0
0,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,235,54,1179,1,1,3,1,1
0,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,632,65,1005,1,1,3,1,0
1,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,47,77,1348,1,0,2,0,0
1,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,546,66,1307,0,1,2,1,0
0,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,418,61,486,0,1,2,1,1
1,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,476,78,2252,1,0,2,0,2
1,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,315,54,235,1,2,4,1,0
0,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,524,55,1724,1,0,2,0,2
1,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,198,55,235,0,1,2,1,0
1,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,37,48,1092,1,1,3,1,0
0,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,286,67,599,1,1,3,1,0
1,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,132,65,2008,0,0,1,0,1
0,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,671,40,48,1,1,3,1,0
0,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,686,51,1174,1,1,3,1,0
1,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,77,75,67,1,1,3,1,0
0,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,695,70,365,0,1,2,1,0
0,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,142,50,6,0,0,1,0,0
0,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,176,72,165,1,1,3,1,0
2,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,645,67,210,1,0,2,0,0
1,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,302,78,1095,1,1,3,1,0
1,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,251,59,223,0,3,4,1,1
0,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,569,62,597,1,1,3,1,0
0,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,227,40,22,1,1,3,1,0
0,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,186,50,1064,0,1,2,1,0
2,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,660,45,74,1,0,2,0,0
1,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,544,69,26,1,0,2,0,0
0,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,548,66,60,1,0,2,0,0
1,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,409,51,20,1,1,3,1,0
2,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,277,38,59,0,1,2,1,0
1,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,416,57,34,1,1,3,1,0
2,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,234,54,198,1,2,4,1,0
1,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,335,61,1048,1,1,3,1,0
1,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,233,63,574,0,2,3,1,0
0,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,655,55,1029,0,1,2,1,0
0,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,195,45,670,1,1,3,1,0
1,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,575,50,990,0,1,2,1,0
0,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,38,51,11,1,2,4,1,0
1,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,607,62,1241,1,1,3,1,1
0,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,178,46,576,0,0,1,0,0
2,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,378,40,172,1,1,3,1,1
1,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,188,45,664,0,0,1,0,0
0,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,254,62,928,0,1,2,1,0
0,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,668,58,2074,0,0,1,0,0
2,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,339,43,467,1,0,2,0,0
0,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,248,70,257,1,1,3,1,0
0,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,192,58,1146,1,0,2,0,0
1,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,479,49,689,0,1,2,1,0
1,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,655,53,2114,0,0,1,0,0
1,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,694,43,1717,1,0,2,0,0
1,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,44,36,1346,1,0,2,0,2
1,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,272,56,1044,1,0,2,0,0
1,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,633,65,493,0,1,2,1,1
0,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,308,55,957,0,0,1,0,0
1,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,352,67,270,1,1,3,1,0
2,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,239,73,29,1,0,2,0,0
1,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,396,76,121,0,2,3,1,0
1,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,338,64,126,1,2,4,1,0
0,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,95,30,23,0,0,1,0,0
1,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,447,76,57,0,2,3,1,0
0,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,238,64,636,0,0,1,0,0
0,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,81,65,1004,1,0,2,0,1
0,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,285,52,734,0,1,2,1,0
0,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,109,47,614,1,2,4,1,0
0,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,138,47,1453,0,1,2,1,1
1,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,61,37,1621,0,0,1,0,3
1,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,185,57,187,0,1,2,1,0
0,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,535,39,1443,1,1,3,1,2
1,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,2,55,57,0,1,2,1,0
0,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,445,74,637,0,1,2,1,0
1,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,220,77,948,1,1,3,1,1
1,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,535,54,59,1,1,3,1,1
0,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,352,39,18,1,1,3,1,0
1,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,616,60,903,0,1,2,1,0
0,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,494,50,112,0,1,2,1,0
0,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,411,72,596,1,0,2,0,0
0,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,326,43,233,1,1,3,1,0
1,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,569,50,1511,1,0,2,0,0
2,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,644,65,1152,0,0,1,0,1
0,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,503,47,48,1,1,3,1,0
0,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,455,55,1185,0,1,2,1,0
0,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,92,67,21,0,2,3,1,0
1,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,557,60,965,1,1,3,1,0
0,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,423,71,869,1,0,2,0,0
1,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,37,41,16,1,1,3,1,0
0,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,501,60,1947,1,0,2,0,0
0,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,697,49,71,1,1,3,1,1
0,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,21,59,65,1,1,3,1,0
0,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,218,70,1380,1,0,2,0,1
1,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,155,49,1027,0,0,1,0,0
1,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,261,60,411,1,3,5,1,0
0,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,440,34,836,1,0,2,0,1
1,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,275,76,11,0,2,3,1,0
1,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,691,72,480,1,2,4,1,0
0,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,382,47,606,1,2,4,1,0
1,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,256,77,284,0,3,4,1,0
0,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,263,52,1472,0,2,3,1,3
0,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,61,76,1677,1,0,2,0,3
0,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,457,52,1335,1,1,3,1,0
1,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,26,73,334,1,1,3,1,0
2,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,468,36,18,1,1,3,1,0
0,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,689,56,1338,1,1,3,1,0
1,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,463,72,1099,0,1,2,1,0
1,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,480,69,97,1,2,4,1,0
1,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,179,75,63,0,3,4,1,0
2,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,332,47,109,1,1,3,1,0
0,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,155,61,902,1,0,2,0,1
0,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,413,73,1574,1,0,2,0,1
2,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,202,50,38,1,1,3,1,0
0,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,112,30,960,0,0,1,0,0
0,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,287,55,28,0,1,2,1,1
2,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,151,71,1215,1,0,2,0,1
1,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,180,53,1497,1,0,2,0,0
1,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,269,67,449,1,1,3,1,0
0,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,186,50,1064,0,1,2,1,0
0,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,486,56,1757,1,0,2,0,3
0,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,58,46,1440,1,0,2,0,0
2,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,505,47,1006,1,0,2,0,0
1,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,687,53,1226,1,1,3,1,0
0,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,283,61,1171,1,1,3,1,0
1,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,471,46,92,1,1,3,1,0
1,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,84,66,99,1,1,3,1,0
2,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,269,44,66,1,1,3,1,0
0,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,66,58,564,0,2,3,1,0
1,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,244,37,1427,1,0,2,0,0
1,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,415,47,86,0,1,2,1,1
0,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,38,73,833,0,0,1,0,0
0,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,428,70,242,1,1,3,1,0
0,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,656,48,1869,1,0,2,0,0
0,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,662,38,1364,1,0,2,0,0
2,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,301,60,183,1,1,3,1,0
1,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,399,69,450,1,1,3,1,0
0,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,361,46,758,1,1,3,1,0
1,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,199,74,1507,1,0,2,0,0
0,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,431,60,654,0,2,3,1,0
0,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,442,53,81,1,2,4,1,0
1,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,568,68,137,1,1,3,1,0
0,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,480,72,16,1,2,4,1,0
1,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,303,60,93,0,1,2,1,0
1,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,154,67,1158,1,0,2,0,0
1,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,193,70,43,0,2,3,1,0
0,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,290,54,1525,0,1,2,1,0
1,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,85,51,1230,0,0,1,0,0
0,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,76,49,29,1,2,4,1,0
0,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,49,55,25,0,1,2,1,0
0,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,102,53,24,1,1,3,1,0
0,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,376,53,38,1,1,3,1,0
2,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,608,39,57,1,1,3,1,0
1,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,134,65,47,1,2,4,1,0
1,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,543,57,813,0,1,2,1,1
1,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,31,47,629,1,1,3,1,1
0,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,659,49,377,0,1,2,1,0
1,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,530,80,1612,1,0,2,0,0
1,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,599,68,729,1,0,2,0,3
0,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,345,75,50,0,0,1,0,1
0,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,243,47,270,1,2,4,1,0
0,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,450,64,177,0,1,2,1,0
1,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,525,63,315,0,0,1,0,1
1,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,1,71,767,1,1,3,1,0
2,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,614,60,1071,0,1,2,1,0
0,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,484,52,1580,1,0,2,0,0
0,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,197,57,60,1,1,3,1,0
1,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,198,55,573,1,1,3,1,0
0,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,460,69,41,0,2,3,1,0
0,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,526,74,170,1,2,4,1,0
1,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,236,81,1167,0,0,1,0,0
0,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,449,67,1526,1,0,2,0,3
1,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,237,49,458,1,2,4,1,0
1,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,98,54,63,1,1,3,1,0
0,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,251,68,405,1,1,3,1,0
0,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,464,53,1027,1,2,4,1,1
0,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,449,53,1478,0,1,2,1,0
0,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,256,44,72,1,0,2,0,0
0,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,435,53,48,0,1,2,1,0
0,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,29,50,726,0,0,1,0,0
1,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,510,70,860,1,1,3,1,0
1,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,218,39,1497,1,0,2,0,0
1,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,48,55,495,1,1,3,1,0
0,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,109,49,20,1,2,4,1,0
0,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,582,71,570,0,0,1,0,0
0,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,92,53,769,1,1,3,1,0
2,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,301,47,55,1,1,3,1,0
1,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,420,45,1808,0,0,1,0,2
0,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,325,53,55,1,1,3,1,0
0,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,14,64,577,0,0,1,0,1
0,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,437,62,162,1,0,2,0,0
0,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,403,66,1957,1,1,3,1,4
2,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,439,66,1576,0,1,2,1,0
0,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,418,71,1616,1,3,5,1,2
0,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,533,63,36,0,3,4,1,0
1,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,414,67,1482,0,1,2,1,0
0,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,120,41,22,1,1,3,1,0
1,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,219,49,63,0,2,3,1,0
0,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,657,33,680,0,0,1,0,0
1,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,420,58,542,1,2,4,1,0
2,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,270,45,50,1,1,3,1,0
0,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,500,58,39,1,2,4,1,0
0,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,457,69,1043,1,1,3,1,0
1,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,430,53,385,0,1,2,1,0
0,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,644,45,1633,0,0,1,0,0
2,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,362,45,46,0,1,2,1,0
0,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,100,48,761,0,1,2,1,1
0,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,328,75,76,1,2,4,1,0
0,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,577,51,290,1,1,3,1,0
0,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,48,37,89,0,1,2,1,0
0,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,596,44,70,1,1,3,1,0
2,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,337,65,1066,1,0,2,0,0
0,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,167,55,2009,1,0,2,0,3
2,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,638,34,1345,0,0,1,0,0
1,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,552,69,764,0,1,2,1,0
0,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,249,62,195,0,1,2,1,0
0,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,415,45,53,1,2,4,1,0
0,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,381,51,368,0,1,2,1,0
1,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,169,71,544,1,1,3,1,0
2,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,600,68,1853,1,0,2,0,2
1,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,34,59,35,1,2,4,1,1
1,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,104,51,446,1,1,3,1,2
0,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,454,46,1180,0,1,2,1,0
1,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,117,52,41,1,1,3,1,0
0,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,495,40,727,1,2,4,1,0
0,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,633,59,40,1,2,4,1,0
2,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,420,36,1062,1,0,2,0,1
0,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,154,56,40,1,1,3,1,0
1,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,134,56,292,1,2,4,1,0
0,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,536,38,15,1,0,2,0,0
2,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,633,36,341,1,1,3,1,0
2,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,194,50,369,0,1,2,1,0
1,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,383,52,401,1,1,3,1,0
1,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,460,59,393,0,1,2,1,0
1,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,278,39,10,0,2,3,1,0
0,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,419,47,486,1,1,3,1,0
0,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,620,46,69,1,1,3,1,0
1,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,274,42,1727,1,0,2,0,2
0,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,174,66,995,0,1,2,1,1
0,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,18,49,45,1,1,3,1,0
2,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,86,44,182,0,2,3,1,0
1,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,266,47,989,1,1,3,1,0
0,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,285,72,1677,1,0,2,0,3
1,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,364,54,595,0,2,3,1,0
0,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,500,42,156,1,1,3,1,0
1,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,85,69,1226,0,0,1,0,0
2,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,528,47,128,1,1,3,1,0
0,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,139,53,86,0,1,2,1,1
0,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,621,50,68,1,1,3,1,0
0,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,341,50,16,0,2,3,1,0
2,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,10,44,55,1,2,4,1,0
1,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,655,53,2114,0,0,1,0,0
1,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,362,55,2018,1,0,2,0,0
1,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,580,72,263,0,3,4,1,0
0,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,200,66,55,1,2,4,1,0
0,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,454,63,564,1,2,4,1,0
1,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,195,47,1281,0,0,1,0,0
0,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,505,52,83,1,1,3,1,1
1,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,659,60,353,0,2,3,1,0
